SKU_CODE,PRODUCT_NAME,COLOUR,CATEGORY,SUB_CATEGORY,TAGS,COLLECTIVE_SET,COST_PRICE,SELL_PRICE
SKU0217,Compact Silky Satin Bedsheet Set,Copper,Home Necessities,Bedsheets,"[""scandinavian"", ""silk"", ""copper"", ""adjustable"", ""ambient"", ""giftable"", ""bedroom"", ""essential"", ""comfort""]","[""rustic retreat collection"", ""sleep well set"", ""bedroom comfort bundle"", ""designer's choice"", ""nursery decor""]",294.76,865.66
SKU0218,Apcolite Premium Gloss Enamel,Emerald,Paints,Enamels,"[""paint"", ""renovation"", ""portable"", ""functional"", ""wall treatment"", ""emerald"", ""home"", ""glam""]","[""home renovation supplies"", ""complete decor kit"", ""painting project kit"", ""industrial loft look""]",99.37,246.68
SKU0219,Apcolite Premium Satin Emulsion,Lavender,Paints,Interior Paints,"[""farmhouse"", ""lavender"", ""paint"", ""renovation"", ""unique"", ""wall treatment"", ""contemporary"", ""lighting""]","[""home renovation supplies"", ""painting project kit"", ""home essentials""]",236.43,596.92
SKU0220,Hypoallergenic Thermal Insulated Curtains,Bronze,Home Necessities,Curtains,"[""minimalist"", ""bronze"", ""portable"", ""classic"", ""essential"", ""comfort"", ""home""]","[""complete decor kit""]",423.22,1137.67
SKU0221,Vibrant Wall Tapestry,Emerald,Art,Tapestry,"[""emerald"", ""space-saving"", ""giftable""]","[""boho chic set"", ""curated collection""]",272.10,705.04
SKU0222,Apcolite Satin Enamel,White,Paints,Enamels,"[""white"", ""paint"", ""renovation"", ""storage"", ""wall treatment"", ""classic"", ""home""]","[""complete decor kit"", ""painting project kit"", ""home renovation supplies""]",63.14,110.80
SKU0223,Accent Storage Cabinet,Indigo,Storage,Cabinet,"[""indigo"", ""space-saving"", ""farmhouse"", ""handmade"", ""stylish""]","[""curated collection""]",111.64,289.37
SKU0224,Glass Floating Shelf,Charcoal,Storage,Shelf,"[""glass"", ""portable"", ""rustic"", ""decor"", ""charcoal"", ""lighting""]","[""home essentials""]",347.85,703.23
SKU0225,Ergonomic Food Canister Set of 3,Black,Kitchen,Storage,"[""scandinavian"", ""black"", ""adjustable"", ""eco-friendly"", ""bohemian"", ""decor"", ""kitchen""]","[""rustic retreat collection"", ""complete decor kit""]",265.28,491.46
SKU0226,Concrete Storage Bed,Cream,Furniture,Bed,"[""durable"", ""eco-friendly"", ""cream"", ""functional"", ""bedroom"", ""seating"", ""concrete""]","[""glamorous accents"", ""dining collection"", ""designer's choice""]",292.87,811.97
SKU0227,Cozy Food Canister Set of 3,White,Kitchen,Storage,"[""modern"", ""durable"", ""white"", ""coastal"", ""seating"", ""kitchen"", ""lighting""]","[""rustic retreat collection"", ""designer's choice""]",448.62,1098.23
SKU0228,Tranquil Hybrid Spring Mattress (King),Lavender,Home Necessities,Mattress,"[""minimalist"", ""lavender"", ""eco-friendly"", ""decor"", ""bedroom"", ""classic"", ""essential"", ""contemporary"", ""comfort""]","[""glamorous accents"", ""sleep well set"", ""bedroom comfort bundle"", ""designer's choice"", ""office setup""]",21.21,61.43
SKU0229,Tranquil Botanical Wall Art,Natural,Art,Wall Decor,"[""scandinavian"", ""minimalist"", ""handmade"", ""ambient"", ""functional"", ""stylish"", ""natural""]","[""designer's choice""]",181.33,469.29
SKU0230,Faux Fur Throw,Silver,Textiles,Throw Blanket,"[""space-saving"", ""farmhouse"", ""silver"", ""industrial"", ""classic"", ""essential""]","[""boho chic set"", ""complete decor kit"", ""bathroom essentials""]",39.06,75.09
SKU0231,Apex Ultima Protek Weatherproof,Pink,Paints,Exterior Paints,"[""paint"", ""renovation"", ""pink"", ""giftable"", ""seating"", ""wall treatment"", ""classic"", ""lighting""]","[""curated collection"", ""painting project kit"", ""home renovation supplies""]",143.29,306.15
SKU0232,Jute Bookshelf,Sage Green,Furniture,Shelving,"[""sage green"", ""durable"", ""jute"", ""eco-friendly"", ""bohemian"", ""giftable""]","[""home essentials""]",96.98,222.47
SKU0233,Microfiber Platform Bed,Beige,Furniture,Bed,"[""microfiber"", ""beige"", ""bedroom"", ""seating"", ""stylish""]","[""curated collection""]",236.86,620.94
SKU0234,Pine Wall Shelf,Brown,Furniture,Shelving,"[""eco-friendly"", ""storage"", ""giftable"", ""pine"", ""brown""]","[""complete decor kit""]",448.01,1079.56
SKU0235,Wood Framed Print,Emerald,Art,Framed Art,"[""scandinavian"", ""minimalist"", ""adjustable"", ""stylish"", ""emerald"", ""wood""]","[""home essentials""]",62.66,143.04
SKU0236,Textured Ottoman Tray,Oak,Decor,Tray,"[""industrial"", ""giftable"", ""functional"", ""oak"", ""coastal"", ""comfort"", ""lighting""]","[""nursery decor"", ""curated collection""]",100.87,196.88
SKU0237,Iron Bed Frame (Queen),Pink,Furniture,Bed,"[""iron"", ""minimalist"", ""modern"", ""pink"", ""bedroom"", ""contemporary"", ""lighting""]","[""complete decor kit""]",93.21,149.59
SKU0238,Coastal Orthopedic Mattress,Black,Home Necessities,Mattress,"[""black"", ""giftable"", ""contemporary"", ""bedroom"", ""seating"", ""essential"", ""home"", ""comfort"", ""glam""]","[""curated collection"", ""glamorous accents"", ""sleep well set"", ""bedroom comfort bundle"", ""outdoor living""]",271.17,809.32
SKU0239,Steel Storage Bin with Lid,Green,Storage,Bin,"[""space-saving"", ""modern"", ""green"", ""decor"", ""seating"", ""steel""]","[""rustic retreat collection"", ""complete decor kit""]",390.05,1098.33
SKU0240,Hypoallergenic 400-TC Cotton Bedsheet Set,Transparent,Home Necessities,Bedsheets,"[""transparent"", ""handmade"", ""cotton"", ""bohemian"", ""giftable"", ""bedroom"", ""unique"", ""essential"", ""comfort""]","[""office setup"", ""curated collection"", ""sleep well set"", ""bedroom comfort bundle""]",92.87,160.58
SKU0241,Stylish Serving Bowl,Grey,Kitchen,Serveware,"[""modern"", ""eco-friendly"", ""kitchen"", ""grey"", ""home"", ""lighting"", ""glam""]","[""complete decor kit""]",198.80,407.70
SKU0242,Steel Bookshelf,Red,Furniture,Storage,"[""red"", ""storage"", ""giftable"", ""coastal"", ""classic"", ""steel""]","[""curated collection""]",89.10,167.55
SKU0243,Resin Shower Curtain,Charcoal,Bathroom,Shower Curtain,"[""resin"", ""handmade"", ""industrial"", ""functional"", ""bathroom"", ""charcoal""]","[""complete decor kit""]",337.72,552.57
SKU0244,Geometric Towel Set (6-piece),Red,Bathroom,Towel Set,"[""red"", ""industrial"", ""functional"", ""bathroom"", ""comfort""]","[""complete decor kit""]",437.27,765.52
SKU0245,Steel Coffee Table,Copper,Furniture,Table,"[""space-saving"", ""copper"", ""stylish"", ""contemporary"", ""steel""]","[""nursery decor"", ""complete decor kit""]",190.16,321.91
SKU0246,Leather Shag Rug,Teal,Textiles,Rug,"[""handmade"", ""decor"", ""leather"", ""seating"", ""classic"", ""teal""]","[""bedroom decor"", ""glamorous accents"", ""home essentials""]",444.92,1124.04
SKU0247,Iron Food Canister Set of 3,Emerald,Kitchen,Storage,"[""iron"", ""ambient"", ""decor"", ""unique"", ""coastal"", ""kitchen"", ""emerald"", ""essential"", ""contemporary""]","[""home essentials""]",329.05,935.08
SKU0248,Steel Abstract Decor Piece,Rose Gold,Decor,Decorative Accent,"[""minimalist"", ""space-saving"", ""coastal"", ""rose gold"", ""classic"", ""essential"", ""steel"", ""home""]","[""living room set"", ""complete decor kit""]",390.95,717.02
SKU0249,Fabric Drawer Cabinet,Mustard Yellow,Furniture,Storage,"[""adjustable"", ""mustard yellow"", ""industrial"", ""functional"", ""fabric""]","[""industrial loft look"", ""bedroom decor"", ""home essentials""]",121.54,359.86
SKU0250,Vintage Orthopedic Cervical Pillow,Rose Gold,Home Necessities,Pillows,"[""space-saving"", ""functional"", ""bedroom"", ""rose gold"", ""essential"", ""comfort""]","[""curated collection"", ""rustic retreat collection"", ""sleep well set"", ""bedroom decor"", ""bedroom comfort bundle""]",85.79,172.63
SKU0251,Plush Soap Dispenser,Charcoal,Bathroom,Accessory Set,"[""scandinavian"", ""minimalist"", ""storage"", ""functional"", ""bathroom"", ""charcoal"", ""home""]","[""modern minimalist vibe"", ""complete decor kit""]",354.04,877.78
SKU0252,LED Wall Sconce,Blue,Lighting,Wall Sconce,"[""portable"", ""industrial"", ""giftable"", ""decor"", ""coastal"", ""blue""]","[""boho chic set"", ""living room set"", ""home essentials""]",128.04,372.39
SKU0253,Stylish Cotton Sheet Set,Navy,Textiles,Sheets,"[""storage"", ""cotton"", ""navy"", ""classic"", ""home""]","[""office setup"", ""rustic retreat collection"", ""home essentials""]",215.53,331.39
SKU0254,Mahogany Coffee Table,Natural,Furniture,Table,"[""space-saving"", ""mahogany"", ""industrial"", ""stylish"", ""classic"", ""essential"", ""contemporary"", ""natural""]","[""home essentials""]",175.87,512.57
SKU0255,Bohemian Flush Mount Light,Sage Green,Lighting,Ceiling Lamp,"[""storage"", ""sage green"", ""giftable"", ""lighting""]","[""home essentials""]",225.49,570.44
SKU0256,Geometric Silk Blend Sheets,Terracotta,Textiles,Sheets,"[""scandinavian"", ""silk"", ""soft"", ""giftable"", ""stylish"", ""essential"", ""terracotta""]","[""bedroom decor"", ""home essentials""]",243.40,462.71
SKU0257,Modern Orthopedic Cervical Pillow,Gold,Home Necessities,Pillows,"[""gold"", ""ambient"", ""giftable"", ""bedroom"", ""essential"", ""comfort""]","[""sleep well set"", ""bedroom comfort bundle"", ""designer's choice""]",191.86,510.21
SKU0258,Microfiber Rattan Pendant Light,Natural,Lighting,Pendant Light,"[""microfiber"", ""farmhouse"", ""storage"", ""stylish"", ""natural"", ""rattan""]","[""curated collection""]",23.96,45.12
SKU0259,Scandinavian Fog-Free Shower Mirror,Indigo,Bathroom,Vanity Mirror,"[""indigo"", ""industrial"", ""rustic"", ""giftable"", ""bathroom"", ""unique"", ""lighting""]","[""modern minimalist vibe"", ""curated collection""]",111.31,279.49
SKU0260,Set of 4 Wine Glasses,Teal,Kitchen,Glassware,"[""glass"", ""farmhouse"", ""durable"", ""handmade"", ""decor"", ""coastal"", ""kitchen"", ""teal"", ""comfort""]","[""curated collection""]",302.54,866.61
SKU0261,Vintage 400-TC Cotton Bedsheet Set,Transparent,Home Necessities,Bedsheets,"[""transparent"", ""soft"", ""handmade"", ""cotton"", ""bedroom"", ""classic"", ""essential"", ""contemporary"", ""comfort"", ""glam""]","[""sleep well set"", ""curated collection"", ""bedroom decor"", ""bedroom comfort bundle""]",38.54,105.65
SKU0262,Vintage Desk Clock,Red,Decor,Clock,"[""soft"", ""handmade"", ""red"", ""giftable"", ""functional"", ""contemporary""]","[""rustic retreat collection"", ""complete decor kit"", ""dining collection""]",100.47,179.32
SKU0263,Functional Desk Clock,Black,Decor,Clock,"[""scandinavian"", ""black"", ""handmade"", ""coastal"", ""stylish""]","[""outdoor living"", ""designer's choice""]",439.02,1026.75
SKU0264,Accent Storage Cabinet,Lavender,Storage,Cabinet,"[""classic"", ""comfort"", ""lavender"", ""functional""]","[""curated collection"", ""industrial loft look""]",255.66,719.75
SKU0265,Coastal Duvet Cover Set (Queen),Ivory,Textiles,Bedding,"[""ivory"", ""minimalist"", ""space-saving"", ""decor"", ""unique""]","[""complete decor kit""]",358.94,947.68
SKU0266,Breezy Hybrid Spring Mattress (King),Charcoal,Home Necessities,Mattress,"[""space-saving"", ""modern"", ""bohemian"", ""decor"", ""bedroom"", ""charcoal"", ""essential"", ""comfort"", ""lighting""]","[""sleep well set"", ""curated collection"", ""bedroom comfort bundle""]",198.69,337.34
SKU0267,Breezy Chunky Knit Wool Blanket,Ivory,Home Necessities,Blankets,"[""minimalist"", ""ivory"", ""durable"", ""eco-friendly"", ""wool"", ""bohemian"", ""bedroom"", ""essential"", ""comfort""]","[""office setup"", ""sleep well set"", ""bedroom comfort bundle"", ""designer's choice""]",131.45,326.42
SKU0268,Velvet Wall Sconce,Rose Gold,Lighting,Wall Sconce,"[""handmade"", ""portable"", ""velvet"", ""giftable"", ""rose gold""]","[""glamorous accents"", ""curated collection"", ""bathroom essentials""]",333.02,516.17
SKU0269,Orthopedic Table Lamp,Orange,Lighting,Table Lamp,"[""modern"", ""industrial"", ""bohemian"", ""unique"", ""orange"", ""comfort""]","[""complete decor kit""]",361.05,737.43
SKU0270,Compact Wall Clock,Pine,Decor,Clock,"[""soft"", ""eco-friendly"", ""decor"", ""pine"", ""glam""]","[""complete decor kit""]",139.68,416.33
SKU0271,Corner Wall Shelf,Grey,Storage,Shelf,"[""modern"", ""coastal"", ""classic"", ""comfort"", ""grey""]","[""designer's choice""]",354.89,649.46
SKU0272,Royale Matt Finish,Sage Green,Paints,Interior Paints,"[""sage green"", ""modern"", ""handmade"", ""paint"", ""renovation"", ""eco-friendly"", ""wall treatment"", ""classic"", ""glam""]","[""painting project kit"", ""rustic retreat collection"", ""designer's choice"", ""home renovation supplies""]",152.96,424.51
SKU0273,Vintage 3-Seater Velvet Sofa,Bronze,Home Necessities,Sofas,"[""bronze"", ""adjustable"", ""living room"", ""velvet"", ""decor"", ""essential"", ""comfort"", ""glam""]","[""living room seating solution"", ""living room set"", ""designer's choice""]",188.19,435.20
SKU0274,Unique Area Rug (5x7),Yellow,Textiles,Rug,"[""space-saving"", ""eco-friendly"", ""yellow"", ""bohemian"", ""unique""]","[""curated collection""]",181.69,504.15
SKU0275,Cotton Dining Chair (Set of 2),Charcoal,Furniture,Chair,"[""scandinavian"", ""durable"", ""cotton"", ""bohemian"", ""giftable"", ""charcoal"", ""lighting""]","[""nursery decor"", ""home essentials""]",309.89,565.47
SKU0276,Ergonomic Table Runner,Multicolor,Textiles,Table Linen,"[""multicolor"", ""storage"", ""unique"", ""durable""]","[""complete decor kit""]",104.91,304.25
SKU0277,Tranquil Cotton Sheet Set,Brown,Textiles,Sheets,"[""eco-friendly"", ""cotton"", ""rustic"", ""giftable"", ""coastal"", ""brown"", ""classic"", ""comfort""]","[""home essentials""]",170.77,369.14
SKU0278,Mahogany Stainless Steel Pot,Multicolor,Kitchen,Cookware,"[""multicolor"", ""adjustable"", ""mahogany"", ""unique"", ""kitchen"", ""stylish"", ""contemporary"", ""steel""]","[""home essentials""]",227.54,457.82
SKU0279,Set of 2 Linen Pillowcases,Natural,Textiles,Pillowcase,"[""durable"", ""adjustable"", ""eco-friendly"", ""linen"", ""natural""]","[""designer's choice""]",370.76,1006.00
SKU0280,Classic Cheese Board,Teal,Kitchen,Serveware,"[""minimalist"", ""soft"", ""durable"", ""stylish"", ""kitchen"", ""teal"", ""glam""]","[""glamorous accents"", ""home essentials""]",241.76,621.79
SKU0281,Copper Abstract Decor Piece,Walnut,Decor,Decorative Accent,"[""space-saving"", ""copper"", ""walnut"", ""seating"", ""classic"", ""home""]","[""outdoor living"", ""complete decor kit"", ""glamorous accents""]",240.00,362.37
SKU0282,Art Deco Geometric Pendant Light,White,Lighting,Pendant Light,"[""white"", ""industrial"", ""ambient"", ""unique"", ""home"", ""lighting""]","[""designer's choice""]",158.94,441.50
SKU0283,Tropical Leaf Print,Yellow,Art,Prints,"[""scandinavian"", ""durable"", ""eco-friendly"", ""yellow"", ""glam""]","[""designer's choice""]",103.66,299.64
SKU0284,Metal Silk Blend Sheets,Teal,Textiles,Sheets,"[""silk"", ""space-saving"", ""metal"", ""decor"", ""functional"", ""coastal"", ""essential"", ""contemporary"", ""teal""]","[""office setup"", ""rustic retreat collection"", ""home essentials""]",421.85,654.49
SKU0285,Thermal Hybrid Spring Mattress (King),Teal,Home Necessities,Mattress,"[""portable"", ""functional"", ""bedroom"", ""essential"", ""teal"", ""comfort""]","[""sleep well set"", ""living room set"", ""complete decor kit"", ""bedroom comfort bundle""]",379.00,870.94
SKU0286,Brass LED Vanity Mirror,Turquoise,Bathroom,Vanity Mirror,"[""brass"", ""portable"", ""turquoise"", ""bathroom"", ""home""]","[""modern minimalist vibe"", ""designer's choice""]",286.61,439.62
SKU0287,Wool Flush Mount Light,Blue,Lighting,Ceiling Lamp,"[""modern"", ""farmhouse"", ""durable"", ""handmade"", ""wool"", ""bohemian"", ""blue""]","[""designer's choice""]",357.00,697.30
SKU0288,Industrial Oil Painting (30x40),Blue,Art,Painting,"[""space-saving"", ""farmhouse"", ""soft"", ""blue"", ""stylish"", ""classic""]","[""complete decor kit""]",55.45,159.00
SKU0289,Silk Laundry Hamper,Beige,Storage,Basket,"[""silk"", ""storage"", ""beige"", ""decor"", ""stylish""]","[""designer's choice""]",342.77,680.58
SKU0290,Steel Duvet Cover Set (Queen),Grey,Textiles,Bedding,"[""space-saving"", ""home"", ""grey"", ""contemporary"", ""steel"", ""glam""]","[""home essentials""]",264.59,605.57
SKU0291,Resin Ceramic Plate Set of 4,Cream,Kitchen,Tableware,"[""resin"", ""farmhouse"", ""storage"", ""cream"", ""functional"", ""ceramic"", ""unique"", ""kitchen""]","[""complete decor kit""]",34.30,81.00
SKU0292,Apcolite Satin Enamel,Oak,Paints,Enamels,"[""farmhouse"", ""paint"", ""renovation"", ""storage"", ""oak"", ""unique"", ""wall treatment""]","[""home renovation supplies"", ""painting project kit"", ""home essentials""]",42.91,100.11
SKU0293,Set of 4 Wine Glasses,White,Kitchen,Glassware,"[""modern"", ""glass"", ""white"", ""bohemian"", ""kitchen"", ""essential"", ""glam""]","[""complete decor kit""]",311.18,508.50
SKU0294,Oak Shower Curtain,Copper,Bathroom,Shower Curtain,"[""space-saving"", ""copper"", ""oak"", ""decor"", ""bathroom""]","[""boho chic set"", ""designer's choice""]",317.34,527.74
SKU0295,Compact Stainless Steel Pot,Natural,Kitchen,Cookware,"[""minimalist"", ""natural"", ""portable"", ""decor"", ""unique"", ""seating"", ""kitchen"", ""contemporary"", ""steel""]","[""home essentials""]",259.78,541.61
SKU0296,Tropical Leaf Print,Grey,Art,Prints,"[""scandinavian"", ""modern"", ""storage"", ""ambient"", ""coastal"", ""grey""]","[""glamorous accents"", ""designer's choice""]",212.03,431.57
SKU0297,Apex Dust Proof Emulsion,Rust,Paints,Exterior Paints,"[""space-saving"", ""paint"", ""renovation"", ""functional"", ""seating"", ""wall treatment"", ""rust""]","[""home renovation supplies"", ""painting project kit"", ""designer's choice"", ""industrial loft look""]",434.81,675.00
SKU0298,Linen LED Vanity Mirror,Bronze,Bathroom,Vanity Mirror,"[""scandinavian"", ""soft"", ""bronze"", ""bathroom"", ""linen"", ""home""]","[""designer's choice""]",162.87,244.75
SKU0299,Spacious Indoor Water Fountain,Orange,Decor,Fountain,"[""orange"", ""unique"", ""space-saving""]","[""living room set"", ""home essentials""]",161.10,406.87
SKU0300,Apex Ultima Protek Weatherproof,Emerald,Paints,Exterior Paints,"[""soft"", ""durable"", ""paint"", ""renovation"", ""wall treatment"", ""stylish"", ""emerald"", ""comfort""]","[""painting project kit"", ""designer's choice"", ""home renovation supplies""]",438.34,892.54
SKU0301,Standard Pillowcases,Maroon,Textiles,Pillowcase,"[""farmhouse"", ""maroon"", ""storage"", ""rustic"", ""stylish"", ""essential""]","[""bathroom essentials"", ""home essentials""]",200.32,415.19
SKU0302,Crystal Soap Dispenser,Green,Bathroom,Accessory Set,"[""adjustable"", ""green"", ""giftable"", ""bathroom"", ""crystal"", ""home""]","[""glamorous accents"", ""designer's choice""]",378.99,1097.52
SKU0303,Glass Food Canister Set of 3,Navy,Kitchen,Storage,"[""modern"", ""soft"", ""glass"", ""navy"", ""rustic"", ""kitchen"", ""classic""]","[""curated collection""]",101.49,262.72
SKU0304,Tractor Emulsion Shyne,White,Paints,Interior Paints,"[""white"", ""paint"", ""renovation"", ""giftable"", ""decor"", ""wall treatment"", ""lighting""]","[""home renovation supplies"", ""painting project kit"", ""home essentials""]",75.67,217.00
SKU0305,Unique Turkish Bath Towel,Indigo,Bathroom,Towel Set,"[""indigo"", ""space-saving"", ""rustic"", ""bathroom"", ""coastal"", ""seating"", ""classic""]","[""designer's choice""]",376.33,872.75
SKU0306,Fabric Bed Frame (Queen),Silver,Furniture,Bed,"[""scandinavian"", ""modern"", ""soft"", ""silver"", ""bedroom"", ""coastal"", ""fabric""]","[""modern minimalist vibe"", ""office setup"", ""home essentials""]",77.49,122.53
SKU0307,Ceramic Table Lamp,Orange,Lighting,Table Lamp,"[""scandinavian"", ""soft"", ""durable"", ""adjustable"", ""ceramic"", ""orange""]","[""outdoor living"", ""glamorous accents"", ""home essentials""]",97.11,272.53
SKU0308,Chic Towel Set (6-piece),Sage Green,Bathroom,Towel Set,"[""minimalist"", ""sage green"", ""decor"", ""functional"", ""bathroom"", ""coastal"", ""seating""]","[""complete decor kit""]",423.78,1051.20
SKU0309,Smart Turkish Bath Towel,White,Bathroom,Towel Set,"[""white"", ""eco-friendly"", ""industrial"", ""bathroom"", ""stylish"", ""classic""]","[""glamorous accents"", ""home essentials""]",303.13,866.18
SKU0310,Breezy Jute Runner Rug,Grey,Textiles,Rug,"[""minimalist"", ""jute"", ""adjustable"", ""storage"", ""classic"", ""grey""]","[""designer's choice""]",428.67,1025.12
SKU0311,Set of 3 Taper Candle Holders,Mustard Yellow,Decor,Candle Holder,"[""modern"", ""adjustable"", ""mustard yellow"", ""ambient"", ""functional""]","[""boho chic set"", ""bedroom decor"", ""complete decor kit""]",318.22,693.01
SKU0312,Elegant Knit Throw Blanket,Sage Green,Textiles,Throw Blanket,"[""sage green"", ""ambient"", ""stylish"", ""adjustable""]","[""curated collection"", ""bedroom decor"", ""glamorous accents""]",37.05,105.28
SKU0313,Geometric Botanical Wall Art,Multicolor,Art,Wall Decor,"[""multicolor"", ""eco-friendly"", ""essential"", ""stylish""]","[""modern minimalist vibe"", ""complete decor kit""]",155.55,296.03
SKU0314,Art Deco Thermal Insulated Curtains,Ivory,Home Necessities,Curtains,"[""scandinavian"", ""ivory"", ""modern"", ""storage"", ""functional"", ""essential"", ""contemporary"", ""comfort""]","[""curated collection""]",273.50,460.03
SKU0315,Accent Storage Cabinet,Oak,Storage,Cabinet,"[""modern"", ""eco-friendly"", ""oak"", ""coastal"", ""contemporary""]","[""glamorous accents"", ""designer's choice""]",66.57,164.19
SKU0316,Leather Woven Basket (Large),Cream,Storage,Basket,"[""farmhouse"", ""rustic"", ""ambient"", ""cream"", ""decor"", ""leather"", ""stylish"", ""essential"", ""woven""]","[""curated collection"", ""industrial loft look""]",119.90,339.83
SKU0317,Brass Animal Figurine,Teal,Decor,Figurine,"[""modern"", ""storage"", ""brass"", ""coastal"", ""teal""]","[""bedroom decor"", ""complete decor kit"", ""industrial loft look""]",304.95,702.36
SKU0318,Chic Weighted Cotton Blanket,Teal,Home Necessities,Blankets,"[""space-saving"", ""eco-friendly"", ""cotton"", ""bedroom"", ""unique"", ""stylish"", ""essential"", ""teal"", ""comfort"", ""glam""]","[""sleep well set"", ""curated collection"", ""bedroom comfort bundle"", ""bathroom essentials""]",298.94,621.70
SKU0319,Cotton Accent Chair,Rust,Furniture,Chair,"[""minimalist"", ""space-saving"", ""eco-friendly"", ""cotton"", ""bohemian"", ""functional"", ""stylish"", ""rust""]","[""outdoor living"", ""home essentials""]",408.94,1209.92
SKU0320,Vibrant Serving Bowl,Navy,Kitchen,Serveware,"[""farmhouse"", ""portable"", ""giftable"", ""kitchen"", ""navy""]","[""curated collection""]",255.74,438.59
SKU0321,Luxurious 3-Seater Velvet Sofa,Oak,Home Necessities,Sofas,"[""space-saving"", ""modern"", ""living room"", ""giftable"", ""velvet"", ""oak"", ""essential"", ""contemporary"", ""comfort""]","[""modern minimalist vibe"", ""living room seating solution"", ""living room set"", ""complete decor kit""]",424.91,792.03
SKU0322,Cozy 400-TC Cotton Bedsheet Set,Bronze,Home Necessities,Bedsheets,"[""scandinavian"", ""bronze"", ""handmade"", ""adjustable"", ""cotton"", ""giftable"", ""bedroom"", ""essential"", ""comfort""]","[""outdoor living"", ""curated collection"", ""sleep well set"", ""bedroom comfort bundle""]",371.77,712.38
SKU0323,Minimalist Weighted Cotton Blanket,White,Home Necessities,Blankets,"[""scandinavian"", ""white"", ""cotton"", ""functional"", ""bedroom"", ""stylish"", ""essential"", ""comfort""]","[""sleep well set"", ""bedroom comfort bundle"", ""home essentials""]",388.08,740.08
SKU0324,Textured Tablecloth,Transparent,Textiles,Table Linen,"[""minimalist"", ""eco-friendly"", ""stylish"", ""transparent""]","[""curated collection"", ""dining collection""]",117.94,183.59
SKU0325,Set of 3 Storage Baskets,Teal,Storage,Basket,"[""industrial"", ""rustic"", ""classic"", ""teal"", ""lighting""]","[""designer's choice""]",291.71,453.65
SKU0326,Set of 3 Abstract Prints,Natural,Art,Prints,"[""durable"", ""ambient"", ""unique"", ""contemporary"", ""natural""]","[""modern minimalist vibe"", ""complete decor kit""]",174.00,445.17
SKU0327,Set of 6 Napkins,Multicolor,Textiles,Table Linen,"[""multicolor"", ""industrial"", ""decor"", ""unique"", ""essential""]","[""rustic retreat collection"", ""bathroom essentials"", ""home essentials""]",116.63,238.82
SKU0328,Faux Fur Throw,Rust,Textiles,Throw Blanket,"[""rust"", ""unique"", ""seating""]","[""nursery decor"", ""home essentials""]",250.58,712.12
SKU0329,Mahogany Arch Floor Lamp,Cream,Lighting,Floor Lamp,"[""space-saving"", ""mahogany"", ""cream"", ""functional"", ""decor"", ""glam""]","[""living room set"", ""complete decor kit"", ""industrial loft look""]",378.47,1076.29
SKU0330,Large Bohemian Tapestry,Red,Art,Tapestry,"[""farmhouse"", ""adjustable"", ""red"", ""portable"", ""giftable""]","[""complete decor kit""]",448.67,1100.34
SKU0331,Plush Wall Tapestry,Terracotta,Art,Tapestry,"[""unique"", ""portable"", ""terracotta"", ""lighting""]","[""home essentials""]",18.55,38.88
SKU0332,Modern Throw Pillow,Maroon,Textiles,Cushion,"[""modern"", ""farmhouse"", ""handmade"", ""maroon"", ""stylish"", ""essential""]","[""designer's choice""]",447.29,1170.66
SKU0333,Velvet Dining Chair (Set of 2),Rose Gold,Furniture,Chair,"[""scandinavian"", ""modern"", ""eco-friendly"", ""velvet"", ""decor"", ""coastal"", ""rose gold""]","[""home essentials""]",228.87,459.34
SKU0334,Tranquil Soap Dispenser,Indigo,Bathroom,Accessory Set,"[""indigo"", ""functional"", ""bathroom"", ""coastal"", ""seating"", ""stylish""]","[""curated collection""]",120.65,251.63
SKU0335,LED Wall Sconce,Teal,Lighting,Wall Sconce,"[""minimalist"", ""soft"", ""farmhouse"", ""unique"", ""stylish"", ""teal""]","[""dining collection"", ""home essentials""]",49.87,148.35
SKU0336,Iron Mail Holder,Maroon,Storage,Wall Organizer,"[""classic"", ""iron"", ""seating"", ""maroon""]","[""complete decor kit""]",338.46,997.55
SKU0337,Set of 6 Tumblers,Pink,Kitchen,Glassware,"[""scandinavian"", ""pink"", ""coastal"", ""kitchen"", ""classic"", ""comfort""]","[""modern minimalist vibe"", ""home essentials""]",308.05,745.52
SKU0338,Wood Ceramic Vase,Maple,Decor,Vase,"[""maple"", ""ambient"", ""bohemian"", ""ceramic"", ""classic"", ""wood""]","[""modern minimalist vibe"", ""curated collection"", ""bathroom essentials""]",307.11,594.07
SKU0339,Silk Serving Bowl,Red,Kitchen,Serveware,"[""silk"", ""handmade"", ""red"", ""bohemian"", ""functional"", ""kitchen"", ""classic"", ""contemporary"", ""comfort""]","[""designer's choice""]",192.43,456.98
SKU0340,Classic Table Lamp,Sage Green,Lighting,Table Lamp,"[""sage green"", ""portable"", ""rustic"", ""ambient"", ""giftable"", ""functional""]","[""office setup"", ""curated collection""]",57.35,127.07
SKU0341,TrueCare Exterior Wall Primer,Pine,Paints,Primers,"[""scandinavian"", ""paint"", ""renovation"", ""ambient"", ""giftable"", ""wall treatment"", ""pine""]","[""complete decor kit"", ""painting project kit"", ""home renovation supplies""]",248.24,460.67
